Neighborhood,price_usd,province,Number_of_rooms,Square_meters
Andalucia,1000.0,Malaga,3.0,260.0
Andalucia,600.0,Malaga,2.0,50.0
Andalucia,6000.0,Malaga,4.0,400.0
Andalucia,14000.0,Malaga,4.0,500.0
Andalucia,850.0,Malaga,2.0,75.0
Andalucia,1000.0,Malaga,2.0,102.0
Andalucia,750.0,Malaga,2.0,75.0
Andalucia,2000.0,Malaga,3.0,185.0
Andalucia,570.0,Malaga,1.0,55.0
Andalucia,2000.0,Malaga,3.0,140.0
Andalucia,720.0,Malaga,2.0,70.0
Andalucia,790.0,Malaga,2.0,70.0
Andalucia,2000.0,Malaga,2.0,130.0
Andalucia,975.0,Malaga,1.0,45.0
Andalucia,2800.0,Malaga,2.0,250.0
Andalucia,700.0,Malaga,1.0,60.0
Andalucia,950.0,Malaga,4.0,180.0
Andalucia,11000.0,Malaga,5.0,300.0
Andalucia,2200.0,Malaga,3.0,242.0
Andalucia,1300.0,Malaga,3.0,126.0
Andalucia,971.0,Malaga,3.0,100.0
Andalucia,4500.0,Malaga,5.0,400.0
Andalucia,1500.0,Malaga,2.0,125.0
Andalucia,3000.0,Malaga,4.0,300.0
Andalucia,1900.0,Malaga,5.0,300.0
Andalucia,2783.0,Malaga,1.0,63.0
Andalucia,2814.0,Malaga,1.0,60.0
Andalucia,2026.0,Malaga,1.0,65.0
Andalucia,1350.0,Malaga,2.0,88.0
Andalucia,2125.0,Malaga,4.0,180.0
Andalucia,375.0,Malaga,1.0,90.0
Andalucia,4000.0,Malaga,5.0,245.0
Andalucia,2000.0,Malaga,2.0,98.0
Andalucia,2700.0,Malaga,3.0,170.0
Andalucia,1200.0,Malaga,2.0,80.0
Andalucia,1200.0,Malaga,4.0,125.0
Andalucia,600.0,Malaga,1.0,40.0
Andalucia,1250.0,Malaga,3.0,20.0
Andalucia,4300.0,Malaga,4.0,348.0
Andalucia,1155.0,Malaga,1.0,70.0
Andalucia,1500.0,Malaga,4.0,120.0
Andalucia,870.0,Malaga,3.0,100.0
Andalucia,1400.0,Malaga,2.0,200.0
Andalucia,500.0,Malaga,2.0,80.0
Andalucia,1300.0,Malaga,3.0,120.0
Andalucia,2500.0,Malaga,3.0,240.0
Andalucia,780.0,Malaga,2.0,65.0
Andalucia,800.0,Malaga,2.0,75.0
Andalucia,3300.0,Malaga,4.0,336.0
Andalucia,2500.0,Malaga,5.0,250.0
Andalucia,730.0,Malaga,2.0,50.0
Andalucia,875.0,Malaga,2.0,94.0
Andalucia,900.0,Malaga,3.0,90.0
Andalucia,2500.0,Malaga,3.0,131.0
Andalucia,850.0,Malaga,3.0,98.0
Andalucia,680.0,Malaga,2.0,100.0
Andalucia,90000.0,Malaga,16.0,1.992
Andalucia,850.0,Malaga,3.0,70.0
Andalucia,4500.0,Malaga,5.0,365.0
Andalucia,1300.0,Malaga,2.0,80.0
Andalucia,625.0,Malaga,1.0,35.0
Andalucia,1800.0,Malaga,4.0,135.0
Andalucia,6700.0,Malaga,5.0,580.0
Andalucia,1300.0,Malaga,3.0,90.0
Andalucia,800.0,Malaga,3.0,89.0
Andalucia,1700.0,Malaga,2.0,95.0
Andalucia,4950.0,Malaga,3.0,200.0
Andalucia,1300.0,Malaga,2.0,80.0
Andalucia,7000.0,Malaga,4.0,400.0
Andalucia,950.0,Malaga,1.0,54.0
Andalucia,6700.0,Malaga,5.0,595.0
Andalucia,1000.0,Malaga,1.0,100.0
Andalucia,1500.0,Malaga,2.0,81.0
Andalucia,9000.0,Malaga,4.0,348.0
Andalucia,4000.0,Malaga,3.0,170.0
Andalucia,11000.0,Malaga,4.0,334.0
Andalucia,2050.0,Malaga,3.0,135.0
Andalucia,8500.0,Malaga,4.0,700.0
Andalucia,9000.0,Malaga,4.0,450.0
Andalucia,17000.0,Malaga,5.0,800.0
Andalucia,7000.0,Malaga,3.0,350.0
Andalucia,3000.0,Malaga,3.0,131.0
Andalucia,3000.0,Malaga,2.0,130.0
Andalucia,3500.0,Malaga,3.0,300.0
Andalucia,4500.0,Malaga,4.0,254.0
Andalucia,3200.0,Malaga,3.0,178.0
Andalucia,3500.0,Malaga,5.0,220.0
Andalucia,3000.0,Malaga,1.0,100.0
Andalucia,6000.0,Malaga,3.0,235.0
Andalucia,1200.0,Malaga,4.0,144.0
Andalucia,2700.0,Malaga,2.0,150.0
Andalucia,1800.0,Malaga,2.0,165.0
Andalucia,4500.0,Malaga,3.0,300.0
Andalucia,1000.0,Malaga,2.0,68.0
Andalucia,1500.0,Malaga,2.0,114.0
Andalucia,750.0,Malaga,2.0,70.0
Andalucia,3500.0,Malaga,3.0,230.0
Andalucia,800.0,Malaga,1.0,70.0
Andalucia,2500.0,Malaga,4.0,150.0
Andalucia,1600.0,Malaga,2.0,150.0
Andalucia,4500.0,Malaga,5.0,400.0
Andalucia,1300.0,Malaga,3.0,135.0
Andalucia,18000.0,Malaga,3.0,432.0
Andalucia,1500.0,Malaga,3.0,100.0
Andalucia,1600.0,Malaga,2.0,100.0
Andalucia,1300.0,Malaga,3.0,130.0
Andalucia,7000.0,Malaga,4.0,452.0
Andalucia,1600.0,Malaga,4.0,160.0
Andalucia,9500.0,Malaga,6.0,380.0
Andalucia,750.0,Malaga,2.0,65.0
Andalucia,1075.0,Malaga,2.0,100.0
Andalucia,1000.0,Malaga,2.0,98.0
Andalucia,750.0,Malaga,2.0,90.0
Andalucia,1200.0,Malaga,4.0,113.0
Andalucia,1900.0,Malaga,3.0,120.0
Andalucia,1550.0,Malaga,2.0,180.0
Andalucia,1800.0,Malaga,2.0,160.0
Andalucia,4500.0,Malaga,3.0,180.0
Andalucia,800.0,Malaga,2.0,94.0
Andalucia,1500.0,Malaga,3.0,160.0
Andalucia,1200.0,Malaga,4.0,140.0
Andalucia,5000.0,Malaga,4.0,150.0
Andalucia,950.0,Malaga,2.0,76.0
Andalucia,8000.0,Malaga,3.0,170.0
Andalucia,2400.0,Malaga,3.0,300.0
Andalucia,850.0,Malaga,2.0,75.0
Andalucia,10000.0,Malaga,5.0,750.0
Andalucia,4000.0,Malaga,3.0,300.0
Andalucia,1600.0,Malaga,2.0,110.0
Andalucia,875.0,Malaga,2.0,86.0
Andalucia,700.0,Malaga,2.0,80.0
Andalucia,6800.0,Malaga,7.0,300.0
Andalucia,800.0,Malaga,2.0,90.0
Andalucia,1270.0,Malaga,4.0,145.0
Andalucia,600.0,Malaga,1.0,50.0
Andalucia,3200.0,Malaga,3.0,180.0
Andalucia,1300.0,Malaga,4.0,200.0
Andalucia,1000.0,Malaga,3.0,97.0
Andalucia,850.0,Malaga,2.0,94.0
Andalucia,675.0,Malaga,1.0,50.0
Andalucia,800.0,Malaga,3.0,75.0
Andalucia,950.0,Malaga,3.0,138.0
Andalucia,1700.0,Malaga,2.0,92.0
Andalucia,15000.0,Malaga,5.0,300.0
Andalucia,750.0,Malaga,3.0,76.0
Andalucia,1100.0,Malaga,2.0,50.0
Andalucia,900.0,Malaga,2.0,103.0
Andalucia,2000.0,Malaga,2.0,109.0
Andalucia,1700.0,Malaga,2.0,100.0
Andalucia,750.0,Malaga,3.0,85.0
Andalucia,930.0,Malaga,2.0,90.0
Andalucia,2200.0,Malaga,3.0,300.0
Andalucia,14900.0,Malaga,7.0,5.0
Andalucia,5900.0,Malaga,4.0,1.0
Andalucia,12000.0,Malaga,5.0,560.0
Andalucia,6000.0,Malaga,5.0,394.0
Andalucia,2500.0,Malaga,2.0,121.0
Andalucia,900.0,Malaga,3.0,100.0
Andalucia,2100.0,Malaga,3.0,192.0
Andalucia,900.0,Malaga,4.0,125.0
Andalucia,730.0,Malaga,2.0,130.0
Andalucia,10000.0,Malaga,4.0,500.0
Andalucia,900.0,Malaga,2.0,87.0
Andalucia,70000.0,Malaga,5.0,1.684
Andalucia,800.0,Malaga,3.0,180.0
Andalucia,1300.0,Malaga,2.0,95.0
Andalucia,750.0,Malaga,3.0,90.0
Andalucia,750.0,Malaga,3.0,90.0
Andalucia,1600.0,Malaga,2.0,176.0
Andalucia,800.0,Malaga,3.0,90.0
Andalucia,800.0,Malaga,3.0,90.0
Andalucia,1800.0,Malaga,3.0,120.0
Andalucia,1000.0,Malaga,4.0,90.0
Andalucia,2000.0,Malaga,2.0,130.0
Andalucia,8500.0,Malaga,4.0,325.0
Andalucia,1600.0,Malaga,2.0,150.0
Andalucia,1100.0,Malaga,4.0,127.0
Andalucia,900.0,Malaga,2.0,80.0
Andalucia,900.0,Malaga,2.0,80.0
Andalucia,2500.0,Malaga,3.0,120.0
Andalucia,2500.0,Malaga,4.0,305.0
Andalucia,2600.0,Malaga,1.0,80.0
Andalucia,600.0,Malaga,2.0,85.0
Andalucia,600.0,Malaga,2.0,85.0
Andalucia,600.0,Malaga,2.0,85.0
Andalucia,1900.0,Malaga,3.0,130.0
Andalucia,6000.0,Malaga,3.0,340.0
Andalucia,2700.0,Malaga,3.0,260.0
Andalucia,18000.0,Malaga,5.0,400.0
Andalucia,3200.0,Malaga,2.0,160.0
Andalucia,1900.0,Malaga,3.0,260.0
Andalucia,17000.0,Malaga,6.0,750.0
Andalucia,700.0,Malaga,4.0,200.0
Andalucia,10000.0,Malaga,5.0,603.0
Andalucia,5000.0,Malaga,2.0,180.0
Andalucia,4000.0,Malaga,3.0,240.0
Andalucia,900.0,Malaga,4.0,100.0
Andalucia,2900.0,Malaga,3.0,180.0
Andalucia,1500.0,Malaga,2.0,97.0
Andalucia,7500.0,Malaga,3.0,350.0
Andalucia,6000.0,Malaga,4.0,250.0
Andalucia,2500.0,Malaga,2.0,120.0
Andalucia,8500.0,Malaga,3.0,350.0
Andalucia,11000.0,Malaga,4.0,270.0
Andalucia,1800.0,Malaga,3.0,160.0
Andalucia,1800.0,Malaga,2.0,105.0
Andalucia,5500.0,Malaga,4.0,794.0
Andalucia,1800.0,Malaga,2.0,110.0
Andalucia,1500.0,Malaga,2.0,140.0
Andalucia,15000.0,Malaga,5.0,1.1
Andalucia,2250.0,Malaga,4.0,320.0
Andalucia,1300.0,Malaga,2.0,230.0
Andalucia,1950.0,Malaga,4.0,156.0
Andalucia,15000.0,Malaga,7.0,586.0
Andalucia,6000.0,Malaga,5.0,450.0
Andalucia,6000.0,Malaga,3.0,290.0
Andalucia,15000.0,Malaga,5.0,1.1
Andalucia,880.0,Malaga,1.0,120.0
Andalucia,700.0,Malaga,1.0,70.0
Andalucia,1300.0,Malaga,2.0,190.0
Andalucia,1200.0,Malaga,2.0,64.0
Andalucia,16000.0,Malaga,7.0,900.0
Andalucia,1600.0,Malaga,3.0,125.0
Andalucia,3800.0,Malaga,3.0,175.0
Andalucia,3900.0,Malaga,4.0,250.0
Andalucia,1000.0,Malaga,3.0,135.0
Andalucia,1400.0,Malaga,2.0,105.0
Andalucia,1200.0,Malaga,3.0,127.0
Andalucia,650.0,Malaga,2.0,73.0
Andalucia,550.0,Malaga,1.0,60.0
Andalucia,1700.0,Malaga,4.0,345.0
Andalucia,1600.0,Malaga,3.0,96.0
Andalucia,750.0,Malaga,3.0,80.0
Andalucia,1200.0,Malaga,4.0,100.0
Andalucia,3100.0,Malaga,3.0,110.0
Andalucia,1100.0,Malaga,2.0,86.0
Andalucia,850.0,Malaga,3.0,85.0
Andalucia,1000.0,Malaga,3.0,99.0
Andalucia,8000.0,Malaga,3.0,110.0
Andalucia,450.0,Malaga,3.0,120.0
Andalucia,850.0,Malaga,3.0,85.0
Andalucia,1200.0,Malaga,4.0,85.0
Andalucia,1200.0,Malaga,4.0,120.0
Andalucia,1400.0,Malaga,2.0,100.0
Andalucia,990.0,Malaga,2.0,80.0
Andalucia,850.0,Malaga,3.0,85.0
Andalucia,1200.0,Malaga,2.0,85.0
Andalucia,24000.0,Malaga,4.0,355.0
Andalucia,1650.0,Malaga,2.0,80.0
Andalucia,1350.0,Malaga,2.0,120.0
Andalucia,500.0,Malaga,2.0,90.0
Andalucia,4800.0,Malaga,3.0,136.0
Andalucia,2000.0,Malaga,3.0,119.0
Andalucia,850.0,Malaga,3.0,95.0
Andalucia,10000.0,Malaga,5.0,450.0
Andalucia,2300.0,Malaga,3.0,140.0
Andalucia,2200.0,Malaga,3.0,120.0
Andalucia,1600.0,Malaga,2.0,209.0
Andalucia,4900.0,Malaga,3.0,300.0
Andalucia,1200.0,Malaga,3.0,96.0
Andalucia,750.0,Malaga,3.0,80.0
Andalucia,5000.0,Malaga,4.0,200.0
Andalucia,650.0,Malaga,2.0,60.0
Andalucia,700.0,Malaga,2.0,65.0
Andalucia,550.0,Malaga,1.0,70.0
Andalucia,850.0,Malaga,3.0,120.0
Andalucia,500.0,Malaga,1.0,40.0
Andalucia,800.0,Malaga,3.0,120.0
Andalucia,750.0,Malaga,2.0,90.0
Andalucia,700.0,Malaga,3.0,100.0
Andalucia,2600.0,Malaga,7.0,412.0
Andalucia,600.0,Malaga,2.0,55.0
Andalucia,500.0,Malaga,3.0,100.0
Andalucia,2200.0,Malaga,3.0,150.0
Andalucia,850.0,Malaga,2.0,65.0
Andalucia,900.0,Malaga,1.0,70.0
Andalucia,1200.0,Malaga,4.0,144.0
Andalucia,950.0,Malaga,1.0,58.0
Andalucia,650.0,Malaga,2.0,115.0
Andalucia,2500.0,Malaga,3.0,220.0
Andalucia,4900.0,Malaga,4.0,230.0
Andalucia,15000.0,Malaga,6.0,1.0
Andalucia,8000.0,Malaga,4.0,334.0
Andalucia,12000.0,Malaga,6.0,813.0
Andalucia,12000.0,Malaga,7.0,750.0
Andalucia,2200.0,Malaga,2.0,130.0
Andalucia,10000.0,Malaga,3.0,247.0
Andalucia,20000.0,Malaga,4.0,1.053
Andalucia,12500.0,Malaga,5.0,730.0
Andalucia,8500.0,Malaga,4.0,450.0
Andalucia,4000.0,Malaga,5.0,440.0
Andalucia,20000.0,Malaga,6.0,1.0
Andalucia,10000.0,Malaga,4.0,200.0
Andalucia,18000.0,Malaga,5.0,400.0
Andalucia,25000.0,Malaga,5.0,211.0
Andalucia,2600.0,Malaga,3.0,110.0
Andalucia,8500.0,Malaga,4.0,650.0
Andalucia,2000.0,Malaga,3.0,140.0
Andalucia,700.0,Malaga,3.0,80.0
Andalucia,3200.0,Malaga,3.0,198.0
Andalucia,2950.0,Malaga,4.0,280.0
Andalucia,650.0,Malaga,1.0,100.0
Andalucia,720.0,Malaga,2.0,65.0
Andalucia,900.0,Malaga,2.0,90.0
Andalucia,700.0,Malaga,2.0,100.0
Andalucia,3200.0,Malaga,3.0,199.0
Andalucia,700.0,Malaga,1.0,60.0
Andalucia,700.0,Malaga,1.0,75.0
Andalucia,4000.0,Malaga,3.0,180.0
Andalucia,750.0,Malaga,2.0,69.0
Andalucia,850.0,Malaga,3.0,82.0
Andalucia,950.0,Malaga,3.0,84.0
Andalucia,500.0,Malaga,1.0,40.0
Andalucia,900.0,Malaga,3.0,90.0
Andalucia,900.0,Malaga,2.0,100.0
Andalucia,700.0,Malaga,3.0,65.0
Andalucia,5000.0,Malaga,4.0,200.0
Andalucia,2500.0,Malaga,4.0,240.0
Andalucia,3500.0,Malaga,2.0,170.0
Andalucia,30000.0,Malaga,8.0,1.124
Andalucia,2200.0,Malaga,4.0,200.0
Andalucia,12500.0,Malaga,5.0,1.018
Andalucia,2300.0,Malaga,2.0,100.0
Andalucia,950.0,Malaga,3.0,82.0
Andalucia,1800.0,Malaga,2.0,107.0
Andalucia,1200.0,Malaga,3.0,100.0
Andalucia,800.0,Malaga,3.0,90.0
Andalucia,1600.0,Malaga,3.0,114.0
Andalucia,2800.0,Malaga,3.0,196.0
Andalucia,11000.0,Malaga,3.0,350.0
Andalucia,1500.0,Malaga,3.0,95.0
Andalucia,1500.0,Malaga,3.0,200.0
Andalucia,10000.0,Malaga,6.0,348.0
Andalucia,3500.0,Malaga,3.0,300.0
Andalucia,2500.0,Malaga,4.0,400.0
Andalucia,10000.0,Malaga,6.0,348.0
Andalucia,3900.0,Malaga,5.0,350.0
Andalucia,10000.0,Malaga,6.0,348.0
Andalucia,10000.0,Malaga,6.0,345.0
Andalucia,2800.0,Malaga,2.0,164.0
Andalucia,10000.0,Malaga,6.0,345.0
Andalucia,12500.0,Malaga,5.0,680.0
Andalucia,10000.0,Malaga,4.0,501.0
Andalucia,7000.0,Malaga,7.0,600.0
Andalucia,9000.0,Malaga,5.0,470.0
Andalucia,2500.0,Malaga,5.0,380.0
Andalucia,8000.0,Malaga,4.0,658.0
Andalucia,7000.0,Malaga,3.0,680.0
Andalucia,2000.0,Malaga,3.0,130.0
Andalucia,22000.0,Malaga,7.0,500.0
Andalucia,4200.0,Malaga,4.0,250.0
Andalucia,1100.0,Malaga,2.0,97.0
Andalucia,10000.0,Malaga,4.0,456.0
Andalucia,1999.0,Malaga,2.0,65.0
Andalucia,1100.0,Malaga,2.0,115.0
Andalucia,3750.0,Malaga,3.0,310.0
Andalucia,5000.0,Malaga,8.0,570.0
Andalucia,900.0,Malaga,1.0,175.0
Andalucia,1700.0,Malaga,3.0,130.0
Andalucia,800.0,Malaga,2.0,70.0
Andalucia,6000.0,Malaga,4.0,400.0
Andalucia,650.0,Malaga,2.0,70.0
Andalucia,750.0,Malaga,3.0,99.0
Andalucia,1350.0,Malaga,2.0,70.0
Andalucia,900.0,Malaga,3.0,100.0
Andalucia,750.0,Malaga,3.0,106.0
Andalucia,1700.0,Malaga,3.0,180.0
Andalucia,1200.0,Malaga,3.0,120.0
Andalucia,3000.0,Malaga,3.0,180.0
Andalucia,3500.0,Malaga,3.0,250.0
Andalucia,3500.0,Malaga,4.0,300.0
Andalucia,3600.0,Malaga,3.0,114.0
Andalucia,3000.0,Malaga,3.0,105.0
Andalucia,1240.0,Malaga,2.0,97.0
Andalucia,6000.0,Malaga,5.0,296.0
Andalucia,2101.0,Malaga,3.0,145.0
Andalucia,900.0,Malaga,2.0,91.0
Andalucia,1210.0,Malaga,2.0,90.0
Andalucia,1000.0,Malaga,2.0,80.0
Andalucia,1750.0,Malaga,2.0,109.0
Andalucia,1700.0,Malaga,3.0,130.0
Andalucia,4000.0,Malaga,2.0,145.0
Andalucia,1500.0,Malaga,3.0,120.0
Andalucia,15000.0,Malaga,7.0,1.067
Andalucia,3300.0,Malaga,4.0,214.0
Andalucia,2900.0,Malaga,5.0,185.0
Andalucia,3000.0,Malaga,2.0,80.0
Andalucia,900.0,Malaga,3.0,96.0
Andalucia,3000.0,Malaga,3.0,200.0
Andalucia,850.0,Malaga,3.0,90.0
Andalucia,4700.0,Malaga,2.0,110.0
Andalucia,2950.0,Malaga,4.0,220.0
Andalucia,3500.0,Malaga,4.0,220.0
Andalucia,12000.0,Malaga,4.0,458.0
Andalucia,25000.0,Malaga,10.0,878.0
Andalucia,35000.0,Malaga,8.0,1.44
Andalucia,7500.0,Malaga,3.0,220.0
Andalucia,7500.0,Malaga,4.0,405.0
Andalucia,7900.0,Malaga,3.0,170.0
Andalucia,8000.0,Malaga,4.0,311.0
Andalucia,725.0,Malaga,3.0,87.0
Andalucia,5000.0,Malaga,3.0,300.0
Andalucia,7500.0,Malaga,3.0,420.0
Andalucia,8000.0,Malaga,4.0,658.0
Andalucia,8500.0,Malaga,4.0,250.0
Andalucia,1700.0,Malaga,3.0,180.0
Andalucia,1800.0,Malaga,2.0,100.0
Andalucia,900.0,Malaga,3.0,95.0
Andalucia,900.0,Malaga,2.0,85.0
Andalucia,650.0,Malaga,3.0,99.0
Andalucia,900.0,Malaga,1.0,45.0
Andalucia,1100.0,Malaga,2.0,92.0
Andalucia,15000.0,Malaga,4.0,425.0
Andalucia,7000.0,Malaga,3.0,240.0
Andalucia,1800.0,Malaga,2.0,186.0
Andalucia,3700.0,Malaga,3.0,200.0
Andalucia,4500.0,Malaga,3.0,170.0
Andalucia,2500.0,Malaga,4.0,236.0
Andalucia,2700.0,Malaga,3.0,150.0
Andalucia,7500.0,Malaga,4.0,250.0
Andalucia,8500.0,Malaga,4.0,632.0
Andalucia,7000.0,Malaga,4.0,450.0
Andalucia,700.0,Malaga,1.0,50.0
Andalucia,4500.0,Malaga,3.0,147.0
Andalucia,2200.0,Malaga,3.0,84.0
Andalucia,2500.0,Malaga,2.0,130.0
Andalucia,10000.0,Malaga,7.0,760.0
Andalucia,10000.0,Malaga,5.0,510.0
Andalucia,800.0,Malaga,2.0,78.0
Andalucia,2800.0,Malaga,5.0,162.0
Andalucia,10000.0,Malaga,7.0,750.0
Andalucia,14400.0,Malaga,3.0,325.0
Andalucia,18000.0,Malaga,5.0,800.0
Andalucia,4000.0,Malaga,3.0,153.0
Andalucia,3800.0,Malaga,3.0,179.0
Andalucia,1800.0,Malaga,3.0,100.0
Andalucia,4250.0,Malaga,4.0,450.0
Andalucia,5700.0,Malaga,3.0,330.0
Andalucia,3300.0,Malaga,2.0,174.0
Andalucia,3500.0,Malaga,3.0,200.0
Andalucia,18000.0,Malaga,5.0,916.0
Andalucia,8000.0,Malaga,5.0,550.0
Andalucia,18000.0,Malaga,5.0,800.0
Andalucia,18000.0,Malaga,5.0,800.0
Andalucia,1100.0,Malaga,2.0,83.0
Andalucia,900.0,Malaga,3.0,90.0
Andalucia,700.0,Malaga,3.0,90.0
Andalucia,950.0,Malaga,1.0,60.0
Andalucia,600.0,Malaga,3.0,78.0
Andalucia,1100.0,Malaga,3.0,80.0
Andalucia,1100.0,Malaga,2.0,72.0
Andalucia,800.0,Malaga,3.0,75.0
Andalucia,825.0,Malaga,3.0,75.0
Andalucia,900.0,Malaga,2.0,98.0
Andalucia,2700.0,Malaga,3.0,180.0
Andalucia,20000.0,Malaga,6.0,705.0
Andalucia,18000.0,Malaga,5.0,719.0
Andalucia,900.0,Malaga,3.0,110.0
Andalucia,800.0,Malaga,2.0,90.0
Andalucia,650.0,Malaga,1.0,70.0
Andalucia,1500.0,Malaga,2.0,192.0
Andalucia,1500.0,Malaga,2.0,100.0
Andalucia,600.0,Malaga,3.0,120.0
Andalucia,1300.0,Malaga,4.0,171.0
Andalucia,780.0,Malaga,2.0,90.0
Andalucia,3500.0,Malaga,4.0,250.0
Andalucia,800.0,Malaga,3.0,88.0
Andalucia,850.0,Malaga,1.0,41.0
Andalucia,1500.0,Malaga,3.0,120.0
Andalucia,11000.0,Malaga,3.0,168.0
Andalucia,2159.0,Malaga,1.0,45.0
Andalucia,2701.0,Malaga,2.0,70.0
Andalucia,3100.0,Malaga,3.0,150.0
Andalucia,1000.0,Malaga,1.0,200.0
Andalucia,3000.0,Malaga,4.0,245.0
Andalucia,3000.0,Malaga,2.0,153.0
Andalucia,2400.0,Malaga,3.0,300.0
Andalucia,1700.0,Malaga,2.0,135.0
Andalucia,1500.0,Malaga,3.0,135.0
Andalucia,6000.0,Malaga,4.0,295.0
Andalucia,6000.0,Malaga,3.0,345.0
Andalucia,8000.0,Malaga,5.0,435.0
Andalucia,1200.0,Malaga,4.0,210.0
Andalucia,3500.0,Malaga,2.0,200.0
Andalucia,8500.0,Malaga,4.0,636.0
Andalucia,3500.0,Malaga,3.0,170.0
Andalucia,3750.0,Malaga,3.0,298.0
Andalucia,4000.0,Malaga,3.0,350.0
Andalucia,2000.0,Malaga,3.0,180.0
Andalucia,3600.0,Malaga,3.0,235.0
Andalucia,3000.0,Malaga,3.0,180.0
Andalucia,6500.0,Malaga,5.0,525.0
Andalucia,2300.0,Malaga,2.0,190.0
Andalucia,5000.0,Malaga,3.0,230.0
Andalucia,5000.0,Malaga,4.0,270.0
Andalucia,8000.0,Malaga,7.0,981.0
Andalucia,3000.0,Malaga,4.0,250.0
Andalucia,10000.0,Malaga,7.0,750.0
Andalucia,3500.0,Malaga,3.0,300.0
Andalucia,6000.0,Malaga,5.0,430.0
Andalucia,12500.0,Malaga,5.0,642.0
Andalucia,2900.0,Malaga,3.0,248.0
Andalucia,3950.0,Malaga,5.0,430.0
Andalucia,10000.0,Malaga,4.0,402.0
Andalucia,5500.0,Malaga,4.0,435.0
Andalucia,2700.0,Malaga,2.0,160.0
Andalucia,1850.0,Malaga,2.0,230.0
Andalucia,6500.0,Malaga,5.0,370.0
Andalucia,20000.0,Malaga,10.0,1.054
Andalucia,1500.0,Malaga,1.0,70.0
Andalucia,3106.0,Malaga,2.0,65.0
Andalucia,10000.0,Malaga,5.0,450.0
Andalucia,2680.0,Malaga,1.0,63.0
Andalucia,50000.0,Malaga,6.0,1.265
Andalucia,2299.0,Malaga,2.0,79.0
Andalucia,3187.0,Malaga,3.0,85.0
Andalucia,2524.0,Malaga,3.0,82.0
Andalucia,15000.0,Malaga,7.0,600.0
Andalucia,1200.0,Malaga,3.0,125.0
Andalucia,1100.0,Malaga,1.0,79.0
Andalucia,1500.0,Malaga,2.0,75.0
Andalucia,400.0,Malaga,2.0,75.0
Andalucia,550.0,Malaga,2.0,75.0
Andalucia,1300.0,Malaga,4.0,90.0
Andalucia,950.0,Malaga,3.0,153.0
Andalucia,500.0,Malaga,2.0,88.0
Andalucia,600.0,Malaga,3.0,96.0
Andalucia,600.0,Malaga,2.0,60.0
Andalucia,1500.0,Malaga,2.0,120.0
Andalucia,850.0,Malaga,3.0,85.0
Andalucia,3000.0,Malaga,4.0,317.0
Andalucia,550.0,Malaga,1.0,68.0
Andalucia,950.0,Malaga,3.0,110.0
Andalucia,100000.0,Malaga,7.0,899.0
Andalucia,2000.0,Malaga,2.0,130.0
Andalucia,1000.0,Malaga,1.0,100.0
Andalucia,900.0,Malaga,2.0,87.0
Andalucia,605.0,Malaga,2.0,90.0
Andalucia,1100.0,Malaga,2.0,68.0
Andalucia,1400.0,Malaga,3.0,120.0
Andalucia,800.0,Malaga,2.0,70.0
Andalucia,800.0,Malaga,3.0,86.0
Andalucia,770.0,Malaga,2.0,70.0
Andalucia,15000.0,Malaga,7.0,579.0
Andalucia,15000.0,Malaga,6.0,850.0
Andalucia,1800.0,Malaga,3.0,147.0
Andalucia,4500.0,Malaga,4.0,300.0
Andalucia,2500.0,Malaga,2.0,110.0
Andalucia,1100.0,Malaga,3.0,85.0
Andalucia,15000.0,Malaga,5.0,1.122
Andalucia,900.0,Malaga,3.0,75.0
Andalucia,3800.0,Malaga,2.0,180.0
Andalucia,2500.0,Malaga,2.0,155.0
Andalucia,8000.0,Malaga,4.0,620.0
Andalucia,790.0,Malaga,2.0,60.0
Andalucia,12500.0,Malaga,5.0,680.0
Andalucia,3000.0,Malaga,5.0,300.0
Andalucia,5000.0,Malaga,3.0,380.0
Andalucia,2800.0,Malaga,3.0,190.0
Andalucia,1500.0,Malaga,2.0,85.0
Andalucia,3500.0,Malaga,4.0,200.0
Andalucia,400.0,Malaga,3.0,110.0
Andalucia,5000.0,Malaga,6.0,450.0
Andalucia,2750.0,Malaga,3.0,173.0
Andalucia,30000.0,Malaga,10.0,1.2
Andalucia,1300.0,Malaga,1.0,56.0
Andalucia,35000.0,Malaga,4.0,420.0
Andalucia,4150.0,Malaga,4.0,180.0
Andalucia,3600.0,Malaga,3.0,157.0
Andalucia,5000.0,Malaga,5.0,300.0
Andalucia,1000.0,Malaga,2.0,90.0
Andalucia,900.0,Malaga,3.0,100.0
Andalucia,650.0,Malaga,5.0,180.0
Andalucia,700.0,Malaga,3.0,90.0
Andalucia,850.0,Malaga,2.0,150.0
Andalucia,1300.0,Malaga,3.0,105.0
Andalucia,1200.0,Malaga,2.0,95.0
Andalucia,1350.0,Malaga,3.0,125.0
Andalucia,1500.0,Malaga,4.0,245.0
Andalucia,850.0,Malaga,3.0,120.0
Andalucia,1100.0,Malaga,4.0,120.0
Andalucia,1000.0,Malaga,4.0,115.0
Andalucia,500.0,Malaga,2.0,95.0
Andalucia,700.0,Malaga,1.0,60.0
Andalucia,1100.0,Malaga,1.0,45.0
Andalucia,3200.0,Malaga,3.0,148.0
Andalucia,850.0,Malaga,4.0,250.0
Andalucia,1500.0,Malaga,3.0,88.0
